time,trans_err,rot_err
7.602e+01,6.877e-02,3.808e-03
7.682e+01,4.272e-02,3.768e-03
7.762e+01,3.342e-02,-1.649e-03
7.842e+01,3.638e-02,1.375e-03
7.922e+01,3.370e-02,9.541e-04
8.002e+01,2.582e-02,4.582e-03
8.082e+01,3.830e-02,7.090e-03
8.162e+01,4.288e-02,1.176e-03
8.242e+01,3.998e-02,-2.838e-04
8.322e+01,4.071e-02,2.789e-04
8.403e+01,6.082e-02,2.532e-03
8.482e+01,6.721e-02,3.097e-03
8.562e+01,5.697e-02,1.592e-03
8.643e+01,4.885e-02,2.962e-03
8.722e+01,4.028e-02,1.677e-03
8.803e+01,3.671e-02,2.585e-03
8.883e+01,3.268e-02,5.547e-03
8.962e+01,3.083e-02,5.184e-03
9.043e+01,3.726e-02,6.474e-03
9.123e+01,4.490e-02,8.757e-03
9.203e+01,5.314e-02,9.573e-03
9.283e+01,5.681e-02,5.262e-03
9.363e+01,5.589e-02,4.704e-03
9.443e+01,5.593e-02,5.685e-03
9.523e+01,5.446e-02,2.067e-03
9.603e+01,5.518e-02,2.922e-03
9.683e+01,5.678e-02,3.800e-03
9.763e+01,6.314e-02,3.342e-03
9.843e+01,7.033e-02,5.506e-03
9.923e+01,8.027e-02,4.269e-03
1.000e+02,8.689e-02,7.269e-03
1.008e+02,8.622e-02,6.985e-03
1.016e+02,9.129e-02,8.580e-03
1.024e+02,9.699e-02,5.262e-03
1.032e+02,1.029e-01,3.286e-03
1.040e+02,1.079e-01,7.208e-04
1.048e+02,1.094e-01,2.293e-03
1.056e+02,1.090e-01,2.033e-03
1.064e+02,1.057e-01,3.247e-03
1.072e+02,1.092e-01,4.862e-03
1.080e+02,1.084e-01,6.116e-03
1.088e+02,1.074e-01,5.500e-03
1.096e+02,1.096e-01,9.086e-03
1.104e+02,1.093e-01,9.313e-03
1.112e+02,1.091e-01,1.027e-02
1.120e+02,1.118e-01,6.459e-03
1.128e+02,1.128e-01,7.230e-03
1.136e+02,1.135e-01,5.271e-03
1.144e+02,1.279e-01,6.793e-03
1.152e+02,1.155e-01,8.773e-03
1.160e+02,1.252e-01,7.524e-03
1.168e+02,1.297e-01,5.171e-03
1.176e+02,1.388e-01,1.002e-02
1.184e+02,1.412e-01,8.261e-03
1.192e+02,1.424e-01,9.100e-03
1.200e+02,1.425e-01,1.030e-02
1.208e+02,1.460e-01,1.112e-02
1.216e+02,1.489e-01,6.882e-03
1.224e+02,1.586e-01,7.877e-03
1.232e+02,1.515e-01,7.411e-03
1.240e+02,1.559e-01,7.641e-03
1.248e+02,1.588e-01,7.699e-03
1.256e+02,1.610e-01,6.173e-03
1.264e+02,1.622e-01,5.440e-03
1.272e+02,1.621e-01,1.656e-03
1.280e+02,1.625e-01,3.529e-03
1.288e+02,1.606e-01,4.129e-03
1.296e+02,1.583e-01,4.045e-03
1.304e+02,1.584e-01,2.426e-03
1.312e+02,1.624e-01,5.306e-03
1.320e+02,1.624e-01,1.703e-03
1.328e+02,1.603e-01,1.272e-03
1.336e+02,1.655e-01,5.042e-03
1.344e+02,1.676e-01,4.986e-03
1.352e+02,1.659e-01,2.728e-03
1.360e+02,1.643e-01,1.387e-03
1.368e+02,1.684e-01,1.956e-03
1.376e+02,1.697e-01,2.511e-03
1.384e+02,1.729e-01,2.585e-03
1.392e+02,1.735e-01,3.845e-03
1.400e+02,1.763e-01,6.116e-03
1.408e+02,1.789e-01,2.679e-03
1.416e+02,1.792e-01,1.946e-04
1.424e+02,1.810e-01,2.584e-03
1.432e+02,1.811e-01,1.962e-03
1.440e+02,1.757e-01,5.398e-03
1.448e+02,1.822e-01,6.545e-03
1.456e+02,1.830e-01,2.433e-03
1.464e+02,1.825e-01,4.476e-03
1.472e+02,1.815e-01,3.421e-03
1.480e+02,1.782e-01,3.056e-03
1.488e+02,1.818e-01,4.994e-03
1.496e+02,1.850e-01,8.832e-03
1.504e+02,1.797e-01,8.491e-03
1.512e+02,1.749e-01,7.717e-03
1.520e+02,1.810e-01,7.914e-03
