time,trans_err,rot_err
8.844e+01,2.082e-02,-1.464e-03
9.064e+01,2.970e-02,-1.684e-03
9.284e+01,3.690e-02,6.223e-03
9.504e+01,5.173e-02,1.744e-03
9.725e+01,6.575e-02,2.767e-03
9.945e+01,6.859e-02,5.093e-03
1.017e+02,5.802e-02,2.193e-03
1.039e+02,6.377e-02,-7.606e-04
1.061e+02,6.756e-02,-1.790e-03
1.083e+02,6.648e-02,6.147e-04
1.105e+02,6.341e-02,3.238e-03
1.127e+02,6.298e-02,2.333e-03
1.149e+02,6.142e-02,4.186e-03
1.171e+02,5.276e-02,5.060e-03
1.193e+02,4.161e-02,9.443e-04
1.215e+02,3.876e-02,2.325e-03
1.237e+02,3.751e-02,4.886e-03
1.261e+02,3.762e-02,1.853e-03
1.285e+02,3.293e-02,1.115e-03
1.309e+02,2.797e-02,-3.548e-04
1.333e+02,3.546e-02,-3.479e-03
1.357e+02,3.739e-02,-2.961e-03
1.381e+02,4.210e-02,-2.761e-03
1.405e+02,4.292e-02,6.601e-04
1.429e+02,5.758e-02,2.629e-03
1.455e+02,7.506e-02,1.021e-04
1.479e+02,8.268e-02,4.938e-03
1.501e+02,9.250e-02,4.112e-03
1.523e+02,9.900e-02,4.303e-03
1.545e+02,1.047e-01,7.876e-03
1.567e+02,1.103e-01,-2.544e-03
1.587e+02,1.115e-01,2.128e-05
1.609e+02,1.094e-01,5.248e-03
1.629e+02,1.142e-01,8.668e-03
1.651e+02,1.161e-01,1.122e-02
1.671e+02,1.175e-01,4.869e-03
1.691e+02,1.193e-01,-1.459e-03
1.711e+02,1.209e-01,3.755e-03
1.731e+02,1.226e-01,5.264e-03
1.753e+02,1.186e-01,5.266e-03
1.775e+02,1.203e-01,3.519e-03
1.797e+02,1.270e-01,8.201e-03
1.819e+02,1.291e-01,4.167e-03
1.841e+02,1.316e-01,3.397e-03
1.863e+02,1.363e-01,8.538e-03
1.885e+02,1.347e-01,7.737e-03
1.907e+02,1.391e-01,5.985e-03
1.929e+02,1.437e-01,6.089e-03
1.953e+02,1.460e-01,3.957e-03
1.977e+02,1.485e-01,1.599e-03
2.001e+02,1.443e-01,2.911e-04
2.013e+02,1.470e-01,-2.219e-02
2.015e+02,1.532e-01,-1.186e-02
2.019e+02,1.533e-01,-1.015e-02
2.023e+02,1.599e-01,-1.140e-02
2.027e+02,1.648e-01,-1.072e-02
2.031e+02,1.690e-01,-1.023e-02
2.035e+02,1.725e-01,-1.071e-02
2.037e+02,1.738e-01,-1.783e-02
2.039e+02,1.707e-01,-2.269e-02
2.041e+02,1.700e-01,-1.814e-02
2.043e+02,1.702e-01,-6.867e-03
2.047e+02,1.754e-01,-4.879e-03
2.049e+02,1.723e-01,-4.244e-03
2.051e+02,1.703e-01,-7.462e-03
2.055e+02,1.704e-01,-7.081e-03
2.057e+02,1.684e-01,-1.225e-02
2.059e+02,1.686e-01,-9.071e-03
2.061e+02,1.728e-01,-1.082e-02
2.063e+02,1.645e-01,-9.164e-03
2.065e+02,1.709e-01,-9.290e-03
2.067e+02,1.658e-01,-1.291e-02
2.069e+02,1.604e-01,-6.695e-03
2.071e+02,1.449e-01,-1.031e-02
2.073e+02,1.404e-01,-1.104e-02
2.075e+02,1.341e-01,-5.670e-03
2.079e+02,1.334e-01,-4.786e-03
2.085e+02,1.319e-01,-2.325e-03
2.101e+02,1.324e-01,-1.791e-03
2.121e+02,1.314e-01,-8.482e-04
2.141e+02,1.409e-01,-3.127e-03
2.161e+02,1.392e-01,-8.903e-04
2.183e+02,1.380e-01,-2.205e-03
2.203e+02,1.362e-01,-2.642e-03
2.225e+02,1.400e-01,5.708e-04
2.247e+02,1.402e-01,-1.232e-03
2.269e+02,1.397e-01,-1.275e-03
2.289e+02,1.399e-01,-1.571e-03
2.311e+02,1.548e-01,-4.547e-06
2.333e+02,1.530e-01,-5.426e-03
2.355e+02,1.471e-01,6.997e-05
2.377e+02,1.453e-01,-6.693e-03
2.399e+02,1.416e-01,2.535e-03
2.421e+02,1.394e-01,-3.122e-03
2.447e+02,1.399e-01,-1.769e-03
2.471e+02,1.441e-01,1.395e-04
2.495e+02,1.481e-01,1.155e-03
2.517e+02,1.404e-01,8.219e-03
2.537e+02,1.426e-01,5.790e-03
2.559e+02,1.468e-01,-2.840e-03
2.581e+02,1.409e-01,-1.100e-03
2.603e+02,1.396e-01,-1.031e-03
2.625e+02,1.388e-01,-2.887e-03
2.647e+02,1.384e-01,-4.658e-03
2.671e+02,1.266e-01,-4.283e-03
2.695e+02,1.321e-01,-2.949e-03
2.721e+02,1.272e-01,-1.365e-03
2.739e+02,1.340e-01,-3.265e-03
2.757e+02,1.347e-01,3.887e-04
2.777e+02,1.293e-01,3.484e-03
2.797e+02,1.206e-01,8.324e-03
2.819e+02,1.218e-01,4.379e-03
2.841e+02,1.238e-01,6.365e-03
2.861e+02,1.215e-01,9.843e-03
2.883e+02,1.195e-01,9.297e-03
2.905e+02,1.177e-01,6.278e-03
2.927e+02,1.224e-01,3.790e-03
2.949e+02,1.255e-01,2.121e-03
2.971e+02,1.333e-01,5.952e-04
2.993e+02,1.337e-01,8.548e-04
3.015e+02,1.290e-01,5.257e-03
3.037e+02,1.230e-01,6.526e-03
3.059e+02,1.154e-01,9.373e-03
3.081e+02,1.184e-01,6.981e-03
3.103e+02,1.139e-01,6.194e-03
3.125e+02,1.058e-01,8.471e-03
3.147e+02,9.812e-02,7.215e-03
3.169e+02,1.031e-01,9.801e-03
3.191e+02,1.078e-01,1.102e-02
3.215e+02,1.013e-01,4.028e-03
3.239e+02,9.655e-02,7.975e-03
3.263e+02,9.032e-02,9.491e-03
3.285e+02,8.447e-02,1.278e-02
3.309e+02,7.541e-02,2.742e-02
3.317e+02,7.864e-02,1.222e-02
3.341e+02,7.336e-02,7.336e-03
3.365e+02,7.064e-02,1.168e-02
3.389e+02,7.301e-02,5.196e-03
3.413e+02,7.477e-02,3.275e-03
3.437e+02,7.033e-02,5.289e-03
3.459e+02,7.152e-02,6.060e-03
3.481e+02,6.568e-02,4.405e-03
3.501e+02,6.269e-02,2.378e-03
3.523e+02,7.297e-02,3.571e-04
3.545e+02,7.259e-02,2.891e-03
3.567e+02,7.340e-02,-1.284e-03
3.589e+02,7.671e-02,-1.403e-03
3.609e+02,7.699e-02,1.884e-03
3.631e+02,7.247e-02,2.617e-03
3.651e+02,7.655e-02,4.822e-03
3.673e+02,7.973e-02,4.005e-03
3.693e+02,7.221e-02,3.632e-03
3.715e+02,6.937e-02,-2.696e-03
3.735e+02,6.756e-02,2.228e-04
3.757e+02,7.566e-02,5.766e-03
3.777e+02,7.721e-02,4.805e-03
3.799e+02,7.490e-02,3.203e-03
3.819e+02,7.667e-02,4.850e-03
3.841e+02,6.981e-02,4.808e-03
3.861e+02,6.806e-02,3.930e-03
3.881e+02,6.521e-02,5.530e-03
3.901e+02,5.871e-02,4.784e-03
3.923e+02,6.033e-02,2.911e-03
3.945e+02,6.149e-02,1.556e-03
3.965e+02,6.501e-02,3.608e-03
3.985e+02,6.333e-02,6.036e-03
4.007e+02,6.569e-02,4.631e-03
4.027e+02,6.127e-02,3.187e-03
4.049e+02,6.127e-02,3.724e-03
4.069e+02,6.628e-02,5.638e-03
4.089e+02,6.576e-02,-6.278e+00
4.111e+02,6.346e-02,9.587e-04
4.133e+02,5.798e-02,3.054e-03
