time,trans_err,rot_err
1.304e+02,2.881e-02,1.790e-02
1.324e+02,3.501e-02,1.012e-02
1.347e+02,4.360e-02,-1.050e-02
1.372e+02,4.398e-02,-1.238e-03
1.397e+02,4.302e-02,2.697e-03
1.402e+02,3.859e-02,-6.985e-03
1.408e+02,2.346e-02,-1.241e-02
1.413e+02,2.800e-02,-2.003e-02
1.416e+02,3.888e-02,-1.162e-02
1.422e+02,4.156e-02,4.240e-04
1.444e+02,6.469e-02,-1.057e-03
1.467e+02,5.610e-02,1.110e-03
1.487e+02,5.135e-02,1.921e-03
1.507e+02,6.316e-02,2.440e-03
1.529e+02,7.782e-02,4.366e-03
1.551e+02,7.323e-02,6.032e-03
1.573e+02,6.860e-02,5.566e-03
1.593e+02,7.210e-02,6.107e-04
1.615e+02,7.909e-02,2.828e-03
1.635e+02,9.449e-02,-8.079e-04
1.657e+02,9.399e-02,-1.135e-03
1.679e+02,8.374e-02,2.545e-03
1.699e+02,8.286e-02,2.389e-04
1.719e+02,8.201e-02,2.962e-03
1.739e+02,7.534e-02,1.211e-03
1.759e+02,8.035e-02,5.646e-03
1.781e+02,7.355e-02,4.793e-03
1.801e+02,7.090e-02,4.349e-03
1.823e+02,6.048e-02,1.742e-03
1.843e+02,5.798e-02,1.120e-03
1.863e+02,5.319e-02,-1.636e-03
1.885e+02,4.055e-02,-8.799e-05
1.907e+02,3.594e-02,4.191e-03
1.929e+02,2.842e-02,4.240e-03
1.949e+02,2.878e-02,1.783e-03
1.969e+02,2.572e-02,1.820e-03
1.989e+02,2.710e-02,3.663e-03
2.009e+02,3.358e-02,3.409e-03
2.029e+02,3.334e-02,1.074e-03
2.049e+02,2.911e-02,-1.286e-03
2.069e+02,3.534e-02,2.844e-03
2.089e+02,3.884e-02,-2.464e-04
2.111e+02,4.067e-02,-1.181e-03
2.131e+02,4.050e-02,2.608e-03
2.151e+02,6.107e-02,3.686e-03
2.171e+02,7.069e-02,6.486e-03
2.191e+02,7.632e-02,4.596e-03
2.211e+02,6.710e-02,8.590e-03
2.231e+02,7.192e-02,9.251e-03
2.251e+02,7.655e-02,3.875e-03
2.271e+02,8.157e-02,-6.278e+00
2.291e+02,7.579e-02,2.187e-03
2.311e+02,7.323e-02,1.422e-03
2.333e+02,7.601e-02,5.377e-03
2.355e+02,7.760e-02,4.741e-03
