time,trans_err,rot_err
4.361e+01,5.506e-02,8.024e-02
4.381e+01,6.143e-02,7.562e-02
4.401e+01,7.448e-02,7.115e-02
4.421e+01,7.206e-02,7.185e-02
4.441e+01,7.231e-02,7.571e-02
4.461e+01,6.293e-02,7.926e-02
4.481e+01,4.846e-02,7.829e-02
4.501e+01,3.899e-02,7.972e-02
4.521e+01,3.733e-02,7.737e-02
4.541e+01,4.826e-02,7.527e-02
4.561e+01,6.060e-02,7.973e-02
4.581e+01,6.230e-02,7.719e-02
4.601e+01,7.737e-02,7.708e-02
4.621e+01,8.617e-02,7.401e-02
4.641e+01,8.553e-02,7.440e-02
4.661e+01,7.965e-02,7.477e-02
4.681e+01,7.122e-02,7.073e-02
4.701e+01,6.074e-02,7.362e-02
4.721e+01,5.798e-02,7.289e-02
4.741e+01,5.258e-02,7.655e-02
4.761e+01,6.370e-02,7.487e-02
4.781e+01,7.182e-02,7.448e-02
4.801e+01,8.338e-02,7.061e-02
4.821e+01,9.057e-02,7.148e-02
4.841e+01,8.204e-02,7.516e-02
4.861e+01,8.241e-02,7.475e-02
4.881e+01,7.723e-02,7.351e-02
4.901e+01,6.569e-02,7.338e-02
4.921e+01,5.617e-02,6.480e-02
4.941e+01,4.661e-02,5.045e-02
4.961e+01,3.319e-02,3.998e-02
5.001e+01,4.219e-02,3.918e-02
