time,trans_err,rot_err
1.061e+01,1.955e+00,1.317e-02
2.021e+01,1.905e+00,1.107e-01
2.041e+01,1.831e+00,2.243e-01
2.061e+01,1.750e+00,2.825e-01
2.081e+01,1.677e+00,2.934e-01
2.100e+01,1.604e+00,4.240e-01
2.121e+01,1.518e+00,-5.950e+00
2.141e+01,1.428e+00,3.399e-01
2.161e+01,1.344e+00,3.480e-01
2.181e+01,1.266e+00,2.571e-01
2.201e+01,1.206e+00,2.578e-01
2.221e+01,1.130e+00,2.539e-01
2.241e+01,1.076e+00,2.494e-01
2.261e+01,1.029e+00,2.459e-01
2.280e+01,9.708e-01,2.487e-01
2.301e+01,9.226e-01,2.453e-01
2.320e+01,8.822e-01,1.527e-01
2.341e+01,8.405e-01,2.350e-01
2.361e+01,7.873e-01,1.367e-01
2.381e+01,7.356e-01,1.328e-01
2.401e+01,7.092e-01,1.270e-01
2.421e+01,6.741e-01,1.277e-01
2.441e+01,6.780e-01,1.320e-01
2.461e+01,6.482e-01,1.267e-01
2.481e+01,6.284e-01,1.202e-01
2.500e+01,6.156e-01,1.126e-01
2.521e+01,6.158e-01,1.120e-01
2.541e+01,6.297e-01,9.487e-02
2.561e+01,6.252e-01,9.260e-02
2.581e+01,6.373e-01,9.157e-02
2.601e+01,6.308e-01,8.778e-02
2.621e+01,6.205e-01,9.117e-02
2.641e+01,6.191e-01,8.735e-02
2.661e+01,6.217e-01,8.706e-02
2.681e+01,6.394e-01,9.075e-02
2.701e+01,6.555e-01,9.373e-02
2.721e+01,6.548e-01,8.964e-02
2.741e+01,6.499e-01,8.750e-02
2.761e+01,6.410e-01,8.468e-02
2.781e+01,6.312e-01,8.619e-02
2.801e+01,6.104e-01,8.385e-02
2.821e+01,5.994e-01,8.341e-02
2.841e+01,5.827e-01,8.693e-02
2.861e+01,5.865e-01,8.798e-02
2.881e+01,5.894e-01,8.811e-02
2.901e+01,5.944e-01,8.489e-02
2.921e+01,6.116e-01,8.808e-02
2.941e+01,6.112e-01,8.731e-02
2.961e+01,6.021e-01,8.872e-02
2.981e+01,6.082e-01,8.051e-02
3.001e+01,5.971e-01,9.576e-02
3.021e+01,5.836e-01,9.556e-02
3.041e+01,5.686e-01,9.182e-02
3.061e+01,5.608e-01,8.749e-02
3.081e+01,5.605e-01,8.905e-02
3.101e+01,5.643e-01,8.520e-02
3.121e+01,5.651e-01,8.823e-02
3.141e+01,5.606e-01,8.848e-02
3.161e+01,5.554e-01,8.872e-02
3.181e+01,5.608e-01,8.450e-02
3.201e+01,5.523e-01,8.956e-02
3.221e+01,5.457e-01,8.623e-02
3.241e+01,5.327e-01,8.680e-02
3.261e+01,5.274e-01,8.571e-02
3.281e+01,5.180e-01,8.241e-02
3.301e+01,5.112e-01,8.206e-02
3.321e+01,5.063e-01,8.223e-02
3.341e+01,5.103e-01,8.771e-02
3.361e+01,5.158e-01,8.538e-02
3.381e+01,5.030e-01,8.878e-02
3.401e+01,5.060e-01,7.864e-02
3.421e+01,4.768e-01,8.642e-02
3.441e+01,4.464e-01,8.802e-02
3.461e+01,4.101e-01,8.511e-02
3.481e+01,3.746e-01,8.271e-02
3.501e+01,3.525e-01,8.286e-02
3.521e+01,3.379e-01,8.421e-02
3.541e+01,3.185e-01,8.411e-02
3.561e+01,3.238e-01,7.588e-02
3.581e+01,3.178e-01,7.548e-02
3.601e+01,2.961e-01,7.762e-02
3.621e+01,2.876e-01,6.925e-02
3.641e+01,2.758e-01,7.522e-02
3.661e+01,2.583e-01,7.596e-02
3.681e+01,2.093e-01,8.191e-02
3.701e+01,1.687e-01,7.778e-02
3.721e+01,1.536e-01,7.868e-02
3.741e+01,1.369e-01,7.716e-02
3.761e+01,1.366e-01,7.456e-02
3.781e+01,1.381e-01,7.226e-02
3.801e+01,1.319e-01,7.334e-02
3.821e+01,1.371e-01,7.365e-02
3.841e+01,1.346e-01,7.451e-02
3.861e+01,1.301e-01,7.644e-02
3.881e+01,1.204e-01,7.758e-02
3.901e+01,9.136e-02,7.888e-02
3.921e+01,7.398e-02,7.768e-02
3.941e+01,5.228e-02,7.780e-02
3.961e+01,5.245e-02,7.745e-02
3.981e+01,5.544e-02,7.585e-02
4.001e+01,5.189e-02,7.427e-02
4.021e+01,5.757e-02,7.189e-02
4.041e+01,6.016e-02,6.928e-02
4.061e+01,5.392e-02,7.471e-02
4.081e+01,5.271e-02,6.906e-02
4.101e+01,5.318e-02,7.496e-02
4.121e+01,4.694e-02,-6.209e+00
4.141e+01,4.278e-02,6.777e-02
4.161e+01,4.105e-02,6.984e-02
4.181e+01,2.632e-02,6.420e-02
4.201e+01,9.936e-03,6.700e-02
4.221e+01,1.232e-02,6.571e-02
4.241e+01,1.758e-02,6.341e-02
4.261e+01,3.776e-02,6.111e-02
4.281e+01,3.754e-02,6.772e-02
4.301e+01,4.236e-02,6.440e-02
4.321e+01,3.518e-02,6.453e-02
4.341e+01,3.622e-02,-6.221e+00
4.362e+01,3.656e-02,5.639e-02
4.381e+01,3.048e-02,5.839e-02
4.402e+01,2.393e-02,5.495e-02
4.422e+01,2.399e-02,5.354e-02
4.442e+01,3.071e-02,5.193e-02
4.462e+01,1.572e-02,5.820e-02
4.481e+01,1.737e-02,6.186e-02
4.502e+01,2.846e-02,5.807e-02
4.522e+01,3.989e-02,5.991e-02
4.542e+01,4.863e-02,5.648e-02
4.562e+01,4.989e-02,3.720e-02
4.582e+01,5.534e-02,4.179e-02
4.602e+01,6.130e-02,5.057e-02
4.622e+01,5.894e-02,4.735e-02
4.642e+01,5.496e-02,4.600e-02
4.662e+01,3.741e-02,4.426e-02
4.682e+01,3.430e-02,4.558e-02
4.702e+01,2.456e-02,4.673e-02
4.722e+01,2.753e-02,4.599e-02
4.742e+01,2.699e-02,4.187e-02
4.762e+01,3.579e-02,5.012e-02
4.782e+01,4.893e-02,4.661e-02
4.802e+01,5.218e-02,5.558e-02
4.822e+01,6.060e-02,4.626e-02
4.842e+01,6.597e-02,4.889e-02
4.862e+01,7.328e-02,4.669e-02
4.882e+01,6.377e-02,4.835e-02
4.902e+01,4.316e-02,4.091e-02
4.922e+01,3.166e-02,4.420e-02
4.942e+01,2.744e-02,4.770e-02
4.962e+01,3.124e-02,4.920e-02
4.982e+01,4.027e-02,4.569e-02
5.002e+01,5.017e-02,4.428e-02
5.023e+01,5.888e-02,2.706e-02
5.043e+01,6.472e-02,2.524e-02
5.063e+01,5.477e-02,2.309e-02
5.083e+01,4.951e-02,3.260e-02
5.103e+01,5.078e-02,3.065e-02
5.123e+01,4.395e-02,3.227e-02
5.142e+01,4.080e-02,3.183e-02
5.163e+01,3.800e-02,2.618e-02
5.183e+01,3.976e-02,2.806e-02
5.202e+01,5.358e-02,3.189e-02
5.223e+01,6.705e-02,2.811e-02
5.243e+01,7.701e-02,3.117e-02
5.262e+01,7.826e-02,2.978e-02
5.283e+01,7.936e-02,2.797e-02
5.303e+01,8.150e-02,2.250e-02
5.323e+01,7.708e-02,2.503e-02
5.343e+01,6.148e-02,2.575e-02
5.363e+01,5.370e-02,1.837e-02
5.383e+01,4.643e-02,2.851e-02
5.403e+01,4.729e-02,2.357e-02
5.423e+01,4.436e-02,2.696e-02
5.443e+01,5.365e-02,2.384e-02
5.463e+01,5.930e-02,3.091e-02
5.483e+01,6.897e-02,2.547e-02
5.503e+01,6.922e-02,3.128e-02
5.523e+01,6.293e-02,2.201e-02
5.543e+01,6.432e-02,3.435e-02
5.563e+01,4.871e-02,3.071e-02
5.583e+01,3.764e-02,2.848e-02
5.603e+01,3.660e-02,2.523e-02
5.623e+01,3.072e-02,2.042e-02
5.643e+01,2.303e-02,1.623e-02
5.683e+01,3.279e-02,7.981e-03
