time,trans_err,rot_err
2.642e+01,1.558e-02,7.505e-01
3.402e+01,5.733e-03,7.959e-01
3.442e+01,2.819e-02,6.930e-01
3.462e+01,5.051e-02,5.251e-01
3.482e+01,7.206e-02,1.979e-01
3.502e+01,7.138e-02,1.586e-01
3.522e+01,8.176e-02,4.794e-02
3.542e+01,7.579e-02,4.372e-02
3.562e+01,7.621e-02,4.336e-02
3.582e+01,7.555e-02,4.833e-02
3.602e+01,7.549e-02,4.480e-02
3.622e+01,8.701e-02,4.504e-02
3.642e+01,1.032e-01,4.882e-02
3.662e+01,1.110e-01,4.833e-02
3.682e+01,1.116e-01,5.295e-02
3.702e+01,1.095e-01,4.979e-02
3.722e+01,8.881e-02,4.792e-02
3.742e+01,8.561e-02,3.879e-02
3.762e+01,8.437e-02,4.987e-02
3.782e+01,7.770e-02,5.269e-02
3.802e+01,5.839e-02,5.119e-02
3.822e+01,6.135e-02,5.188e-02
3.842e+01,6.304e-02,4.535e-02
3.862e+01,7.676e-02,3.987e-02
3.882e+01,8.941e-02,4.577e-02
3.902e+01,9.938e-02,4.691e-02
3.922e+01,1.099e-01,4.743e-02
3.942e+01,1.067e-01,4.418e-02
3.962e+01,9.226e-02,4.398e-02
3.982e+01,7.365e-02,4.681e-02
4.002e+01,5.609e-02,4.654e-02
4.022e+01,5.431e-02,4.210e-02
4.042e+01,4.757e-02,4.290e-02
4.062e+01,5.404e-02,4.295e-02
4.082e+01,6.131e-02,4.305e-02
4.102e+01,7.374e-02,4.441e-02
4.122e+01,7.888e-02,4.161e-02
4.142e+01,8.071e-02,3.889e-02
4.162e+01,7.382e-02,3.902e-02
4.182e+01,7.155e-02,-6.246e+00
4.202e+01,5.947e-02,3.369e-02
4.222e+01,4.223e-02,3.211e-02
4.242e+01,2.949e-02,3.011e-02
4.263e+01,2.713e-02,2.196e-02
4.282e+01,2.666e-02,3.596e-02
4.302e+01,2.986e-02,3.450e-02
4.322e+01,3.146e-02,3.123e-02
4.342e+01,3.602e-02,2.910e-02
4.362e+01,4.040e-02,3.523e-02
4.382e+01,4.324e-02,3.438e-02
4.402e+01,4.575e-02,3.392e-02
4.422e+01,4.032e-02,3.199e-02
4.442e+01,3.692e-02,3.312e-02
4.462e+01,3.370e-02,3.412e-02
4.482e+01,2.859e-02,3.302e-02
4.502e+01,1.518e-02,2.912e-02
4.522e+01,1.410e-02,3.300e-02
4.542e+01,1.820e-02,3.446e-02
4.562e+01,2.568e-02,3.419e-02
4.582e+01,3.230e-02,3.265e-02
4.602e+01,3.811e-02,3.335e-02
4.622e+01,3.798e-02,3.101e-02
4.642e+01,4.310e-02,3.404e-02
4.662e+01,4.917e-02,3.188e-02
4.683e+01,4.305e-02,2.435e-02
4.702e+01,3.627e-02,2.742e-02
4.723e+01,3.123e-02,2.650e-02
4.743e+01,2.427e-02,2.115e-02
4.763e+01,1.863e-02,2.062e-02
4.783e+01,2.760e-02,2.982e-02
4.803e+01,4.126e-02,2.966e-02
4.823e+01,5.652e-02,2.761e-02
4.843e+01,6.640e-02,2.443e-02
4.863e+01,7.946e-02,2.203e-02
4.883e+01,8.750e-02,2.089e-02
4.903e+01,8.769e-02,2.319e-02
4.923e+01,8.312e-02,1.694e-02
4.943e+01,6.925e-02,1.376e-02
4.963e+01,5.804e-02,2.102e-02
4.983e+01,5.178e-02,2.009e-02
5.003e+01,4.481e-02,1.850e-02
5.023e+01,4.395e-02,1.934e-02
5.043e+01,4.998e-02,1.790e-02
5.063e+01,6.573e-02,1.007e-01
5.083e+01,7.324e-02,1.197e-01
5.103e+01,7.089e-02,2.488e-02
5.123e+01,7.601e-02,2.138e-02
5.143e+01,7.769e-02,1.722e-02
5.163e+01,6.324e-02,1.881e-02
5.183e+01,5.099e-02,1.837e-02
5.203e+01,4.818e-02,2.101e-02
5.223e+01,4.533e-02,2.086e-02
5.243e+01,4.193e-02,2.044e-02
5.263e+01,5.540e-02,1.674e-02
5.283e+01,6.433e-02,1.943e-02
5.303e+01,6.199e-02,1.639e-02
5.323e+01,6.741e-02,2.135e-02
5.343e+01,7.664e-02,2.427e-02
5.363e+01,7.800e-02,1.780e-02
