time,trans_err,rot_err
4.581e+01,3.289e-02,1.577e+00
5.641e+01,3.443e-02,1.683e+00
5.681e+01,3.765e-02,1.749e+00
5.702e+01,2.617e-02,1.776e+00
5.722e+01,2.938e-02,1.796e+00
5.741e+01,4.001e-02,1.793e+00
5.762e+01,5.862e-02,-4.591e+00
5.781e+01,8.755e-02,-4.490e+00
5.802e+01,1.229e-01,-4.476e+00
5.822e+01,1.740e-01,1.819e+00
5.841e+01,2.505e-01,1.928e+00
5.862e+01,2.933e-01,1.844e+00
5.881e+01,3.647e-01,1.865e+00
5.902e+01,4.281e-01,1.868e+00
5.922e+01,4.510e-01,1.977e+00
5.941e+01,5.166e-01,1.994e+00
5.962e+01,5.835e-01,1.913e+00
5.981e+01,6.630e-01,-4.355e+00
6.002e+01,7.223e-01,-4.240e+00
6.021e+01,7.662e-01,-4.214e+00
6.041e+01,8.011e-01,-4.388e+00
6.062e+01,8.331e-01,2.000e+00
6.081e+01,8.708e-01,2.113e+00
6.102e+01,8.894e-01,2.024e+00
6.122e+01,9.268e-01,2.045e+00
6.141e+01,9.687e-01,2.062e+00
6.162e+01,1.002e+00,2.078e+00
6.181e+01,1.019e+00,1.993e+00
6.202e+01,1.020e+00,-4.286e+00
6.222e+01,1.029e+00,-4.289e+00
6.241e+01,1.061e+00,-4.271e+00
6.262e+01,1.060e+00,-4.265e+00
6.281e+01,1.064e+00,2.024e+00
6.302e+01,1.069e+00,2.025e+00
6.322e+01,1.100e+00,2.036e+00
6.341e+01,1.082e+00,2.030e+00
6.362e+01,1.099e+00,2.033e+00
6.381e+01,1.113e+00,1.938e+00
6.402e+01,1.117e+00,2.039e+00
6.421e+01,1.128e+00,1.944e+00
6.442e+01,1.138e+00,-4.242e+00
6.462e+01,1.157e+00,-4.338e+00
6.481e+01,1.175e+00,-4.331e+00
6.502e+01,1.182e+00,2.049e+00
6.522e+01,1.184e+00,2.058e+00
6.542e+01,1.197e+00,1.970e+00
6.561e+01,1.203e+00,2.086e+00
6.581e+01,1.204e+00,2.091e+00
6.602e+01,1.215e+00,2.092e+00
6.622e+01,1.234e+00,2.103e+00
6.642e+01,1.240e+00,-4.192e+00
6.661e+01,1.241e+00,-4.280e+00
6.681e+01,1.252e+00,-4.200e+00
6.702e+01,1.253e+00,-4.292e+00
6.722e+01,1.253e+00,2.001e+00
6.742e+01,1.241e+00,2.095e+00
6.761e+01,1.239e+00,1.996e+00
6.781e+01,1.293e+00,2.144e+00
6.802e+01,1.243e+00,2.004e+00
6.822e+01,1.239e+00,2.092e+00
6.842e+01,1.249e+00,2.104e+00
6.862e+01,1.255e+00,2.080e+00
6.881e+01,1.254e+00,-4.197e+00
6.902e+01,1.292e+00,-4.228e+00
6.922e+01,1.302e+00,-4.136e+00
6.941e+01,1.299e+00,2.152e+00
6.961e+01,1.322e+00,2.153e+00
6.982e+01,1.326e+00,2.155e+00
7.001e+01,1.323e+00,2.159e+00
7.022e+01,1.319e+00,2.065e+00
7.042e+01,1.324e+00,2.165e+00
7.061e+01,1.323e+00,2.071e+00
7.081e+01,1.322e+00,2.166e+00
7.102e+01,1.341e+00,-4.115e+00
7.122e+01,1.352e+00,-4.202e+00
7.142e+01,1.349e+00,-4.117e+00
7.161e+01,1.350e+00,2.072e+00
7.181e+01,1.344e+00,2.071e+00
7.202e+01,1.349e+00,2.063e+00
7.222e+01,1.341e+00,2.070e+00
7.242e+01,1.340e+00,2.164e+00
7.261e+01,1.269e+00,2.086e+00
7.281e+01,1.340e+00,2.068e+00
7.302e+01,1.357e+00,2.078e+00
7.322e+01,1.362e+00,-4.206e+00
7.342e+01,1.359e+00,-4.106e+00
7.361e+01,1.366e+00,-4.202e+00
7.381e+01,1.371e+00,2.173e+00
7.402e+01,1.373e+00,2.174e+00
7.422e+01,1.279e+00,2.040e+00
7.442e+01,1.356e+00,2.072e+00
7.462e+01,1.345e+00,2.068e+00
7.482e+01,1.343e+00,2.069e+00
7.502e+01,1.342e+00,2.069e+00
7.522e+01,1.353e+00,2.071e+00
7.542e+01,1.362e+00,-4.208e+00
7.562e+01,1.357e+00,-4.206e+00
7.582e+01,1.349e+00,-4.115e+00
7.602e+01,1.355e+00,-4.219e+00
7.622e+01,1.287e+00,1.867e+00
7.642e+01,1.341e+00,2.069e+00
7.662e+01,1.331e+00,2.063e+00
7.682e+01,1.320e+00,2.067e+00
7.702e+01,1.302e+00,1.883e+00
7.722e+01,1.307e+00,1.880e+00
7.742e+01,1.338e+00,1.767e+00
7.762e+01,1.335e+00,-4.214e+00
7.782e+01,1.363e+00,-4.524e+00
7.802e+01,1.374e+00,-4.544e+00
