time,trans_err,rot_err
1.940e+01,2.027e+00,7.344e-01
3.381e+01,2.333e+00,6.718e-01
3.481e+01,2.579e+00,6.102e-01
3.581e+01,2.805e+00,5.623e-01
3.661e+01,2.984e+00,5.189e-01
3.741e+01,3.149e+00,4.884e-01
3.821e+01,3.317e+00,4.633e-01
3.901e+01,3.466e+00,4.408e-01
3.981e+01,3.589e+00,4.197e-01
4.061e+01,3.709e+00,4.014e-01
4.141e+01,3.797e+00,3.849e-01
4.221e+01,3.897e+00,3.716e-01
4.301e+01,3.988e+00,3.599e-01
4.381e+01,4.081e+00,3.494e-01
4.461e+01,4.191e+00,3.372e-01
4.541e+01,4.262e+00,3.342e-01
4.621e+01,4.275e+00,3.198e-01
4.701e+01,4.225e+00,3.034e-01
4.781e+01,4.097e+00,2.788e-01
4.861e+01,3.942e+00,2.604e-01
4.941e+01,1.289e+01,1.074e+00
5.021e+01,1.340e+01,1.084e+00
5.101e+01,1.392e+01,1.098e+00
5.181e+01,1.445e+01,1.111e+00
5.261e+01,1.497e+01,1.119e+00
5.341e+01,1.547e+01,1.119e+00
5.421e+01,1.597e+01,1.111e+00
5.501e+01,1.647e+01,1.106e+00
5.581e+01,1.696e+01,1.098e+00
5.661e+01,1.744e+01,1.093e+00
5.741e+01,1.790e+01,1.081e+00
5.822e+01,1.838e+01,1.073e+00
5.902e+01,1.885e+01,1.073e+00
5.981e+01,1.934e+01,1.071e+00
6.061e+01,1.980e+01,1.067e+00
6.141e+01,2.030e+01,1.071e+00
6.222e+01,2.074e+01,1.063e+00
6.302e+01,2.124e+01,1.069e+00
6.381e+01,2.173e+01,1.067e+00
6.462e+01,2.222e+01,1.068e+00
6.542e+01,2.268e+01,1.064e+00
6.622e+01,1.013e+00,-8.031e-02
6.702e+01,9.384e-01,-8.598e-02
6.782e+01,8.779e-01,-9.186e-02
6.862e+01,8.126e-01,-9.414e-02
6.942e+01,7.471e-01,-1.036e-01
7.022e+01,6.642e-01,-1.006e-01
7.102e+01,5.860e-01,-1.071e-01
7.182e+01,5.213e-01,-1.001e-01
7.262e+01,4.747e-01,-9.527e-02
7.342e+01,4.264e-01,-8.763e-02
7.422e+01,4.053e-01,-7.217e-02
7.502e+01,3.745e-01,-6.371e-02
7.582e+01,3.490e-01,-4.703e-02
7.662e+01,3.237e-01,-3.883e-02
7.742e+01,2.993e-01,-3.488e-02
7.822e+01,2.904e-01,-2.776e-02
7.902e+01,2.866e-01,-1.791e-02
7.982e+01,2.809e-01,-1.123e-02
8.062e+01,2.742e-01,-6.159e-03
8.142e+01,2.679e-01,-7.765e-03
8.222e+01,2.636e-01,-5.660e-03
8.302e+01,2.649e-01,-3.030e-03
8.382e+01,2.659e-01,-8.867e-04
8.462e+01,2.651e-01,2.519e-03
8.542e+01,2.623e-01,6.633e-04
8.622e+01,2.631e-01,1.037e-03
8.702e+01,2.577e-01,1.823e-03
8.782e+01,2.524e-01,2.278e-03
8.862e+01,2.433e-01,2.418e-03
8.942e+01,2.442e-01,4.632e-03
9.022e+01,2.373e-01,2.611e-03
9.102e+01,2.259e-01,6.158e-03
9.182e+01,2.256e-01,2.082e-03
9.262e+01,2.276e-01,4.127e-03
9.342e+01,2.368e-01,6.118e-03
9.422e+01,2.318e-01,2.703e-03
9.502e+01,2.275e-01,1.831e-03
9.582e+01,2.229e-01,2.707e-03
9.662e+01,2.190e-01,3.743e-03
9.742e+01,2.294e-01,4.695e-03
9.822e+01,2.263e-01,6.720e-03
9.902e+01,2.217e-01,4.473e-03
9.982e+01,2.044e-01,5.291e-03
1.006e+02,2.071e-01,8.991e-03
