time,trans_err,rot_err
1.700e+01,3.052e+00,7.501e-01
3.800e+01,3.360e+00,7.399e-01
4.100e+01,3.674e+00,7.012e-01
4.300e+01,3.962e+00,6.814e-01
4.500e+01,4.243e+00,6.698e-01
4.700e+01,4.521e+00,6.678e-01
4.900e+01,4.790e+00,6.562e-01
5.200e+01,5.076e+00,6.565e-01
5.400e+01,5.373e+00,6.414e-01
5.600e+01,5.698e+00,6.483e-01
5.800e+01,6.072e+00,6.548e-01
6.100e+01,6.485e+00,6.882e-01
6.300e+01,6.962e+00,7.111e-01
6.600e+01,7.493e+00,7.451e-01
6.900e+01,8.072e+00,7.701e-01
7.100e+01,8.741e+00,8.049e-01
7.400e+01,9.351e+00,8.453e-01
7.600e+01,9.898e+00,8.415e-01
7.800e+01,1.055e+01,8.893e-01
8.100e+01,1.120e+01,9.214e-01
8.400e+01,1.190e+01,9.365e-01
8.600e+01,1.251e+01,9.458e-01
8.900e+01,1.301e+01,9.593e-01
9.100e+01,1.349e+01,9.769e-01
9.200e+01,1.366e+01,9.800e-01
9.300e+01,1.398e+01,1.030e+00
9.400e+01,1.395e+01,1.089e+00
9.400e+01,1.392e+01,1.057e+00
9.400e+01,1.390e+01,-5.228e+00
9.400e+01,1.387e+01,-5.190e+00
9.500e+01,1.381e+01,-5.229e+00
9.500e+01,1.378e+01,1.048e+00
9.500e+01,1.372e+01,1.013e+00
9.600e+01,1.370e+01,9.808e-01
9.600e+01,1.370e+01,9.821e-01
9.600e+01,2.736e+00,-3.113e-01
9.700e+01,2.746e+00,-2.865e-01
9.700e+01,2.741e+00,-3.043e-01
9.800e+01,2.741e+00,-3.070e-01
9.800e+01,2.721e+00,-3.107e-01
1.010e+02,2.635e+00,-3.082e-01
1.010e+02,2.652e+00,-3.178e-01
1.010e+02,2.649e+00,-3.160e-01
1.020e+02,2.665e+00,-3.241e-01
1.020e+02,2.681e+00,-3.272e-01
1.020e+02,2.686e+00,-3.300e-01
1.030e+02,2.687e+00,-3.326e-01
1.030e+02,2.667e+00,-3.347e-01
1.030e+02,2.654e+00,-3.569e-01
1.060e+02,2.571e+00,-3.406e-01
1.090e+02,2.500e+00,-3.403e-01
1.120e+02,2.431e+00,-3.434e-01
1.150e+02,2.378e+00,-3.465e-01
1.170e+02,2.357e+00,-3.538e-01
1.200e+02,2.359e+00,-3.489e-01
1.220e+02,2.356e+00,-3.577e-01
1.250e+02,2.377e+00,-3.545e-01
1.280e+02,2.425e+00,-3.447e-01
1.300e+02,2.476e+00,-3.575e-01
1.330e+02,2.559e+00,-3.558e-01
1.360e+02,2.654e+00,-3.624e-01
1.380e+02,2.748e+00,-3.702e-01
1.410e+02,2.856e+00,-3.705e-01
1.430e+02,2.990e+00,-3.761e-01
1.460e+02,3.135e+00,-3.836e-01
1.480e+02,3.296e+00,-3.858e-01
1.510e+02,3.448e+00,-3.908e-01
1.530e+02,3.615e+00,-3.971e-01
1.550e+02,3.785e+00,-3.987e-01
1.580e+02,3.957e+00,-4.005e-01
1.600e+02,4.206e+00,-4.174e-01
1.620e+02,4.388e+00,-4.134e-01
1.650e+02,4.584e+00,-4.199e-01
1.670e+02,4.772e+00,-4.198e-01
1.700e+02,4.961e+00,-4.119e-01
1.720e+02,5.143e+00,-4.165e-01
1.740e+02,5.316e+00,-4.228e-01
1.770e+02,5.480e+00,-4.063e-01
1.800e+02,5.658e+00,-4.137e-01
1.820e+02,5.817e+00,-4.096e-01
1.850e+02,6.003e+00,-4.080e-01
1.870e+02,6.195e+00,5.871e+00
1.890e+02,6.391e+00,5.878e+00
1.910e+02,6.575e+00,5.863e+00
1.930e+02,6.740e+00,-4.139e-01
1.950e+02,6.902e+00,5.873e+00
1.980e+02,7.062e+00,5.872e+00
2.000e+02,7.216e+00,-4.103e-01
2.020e+02,7.391e+00,-4.095e-01
2.040e+02,7.554e+00,5.874e+00
2.060e+02,7.714e+00,5.884e+00
2.080e+02,7.876e+00,5.876e+00
2.100e+02,8.030e+00,5.888e+00
2.120e+02,8.176e+00,5.891e+00
2.140e+02,8.343e+00,5.890e+00
2.170e+02,8.500e+00,5.887e+00
2.190e+02,8.645e+00,-3.897e-01
2.210e+02,8.770e+00,-3.801e-01
2.230e+02,8.915e+00,-3.770e-01
2.260e+02,9.041e+00,-3.776e-01
2.280e+02,9.126e+00,-3.647e-01
2.300e+02,9.262e+00,5.920e+00
2.330e+02,9.406e+00,-3.650e-01
2.350e+02,9.528e+00,-3.565e-01
2.370e+02,9.648e+00,-3.554e-01
2.390e+02,9.753e+00,-3.420e-01
2.410e+02,9.801e+00,-3.468e-01
2.440e+02,9.923e+00,-3.386e-01
2.460e+02,1.001e+01,-3.055e-01
2.490e+02,1.011e+01,-3.295e-01
2.510e+02,1.020e+01,-3.219e-01
2.530e+02,1.025e+01,-3.331e-01
2.560e+02,1.029e+01,-3.188e-01
